"Edible","CapShape","CapSurface","CapColor","Bruises","Odor","GillAttachment","GillSpacing","GillSize","GillColor","StalkShape","StalkRoot","StalkSurfaceAboveRing","StalkSurfaceBelowRing","StalkColorAboveRing","StalkColorBelowRing","VeilType","VeilColor","RingNumber","RingType","SporePrintColor","Population","Habitat"
"Poisonous","Convex","Smooth","White","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Poisonous","Convex","Scaly","Brown","False","Fishy","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","Pink","White","Partial","White","One","Evanescent","White","Several","Woods"
"Edible","Convex","Scaly","Buff","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Flat","Scaly","White","True","None","Free","Close","Broad","White","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Grasses"
"Poisonous","Flat","Smooth","Buff","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Urban"
"Poisonous","Convex","Smooth","Gray","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Several","Grasses"
"Edible","Knobbed","Smooth","Brown","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","White","White","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Flat","Smooth","Gray","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Edible","Knobbed","Scaly","Pink","True","None","Free","Close","Broad","Red","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Flat","Scaly","Buff","True","None","Free","Close","Broad","Gray","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Meadows"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Smooth","Pink","White","Partial","White","One","Evanescent","White","Several","Woods"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Pink","Brown","Partial","White","One","Large","Chocolate","Several","Paths"
"Poisonous","Convex","Smooth","Buff","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Fibrous","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Urban"
"Edible","Knobbed","Fibrous","Cinnamon","False","None","Free","Crowded","Narrow","White","Enlarging","Bulbous","Smooth","Fibrous","White","Brown","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Flat","Smooth","Gray","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Poisonous","Flat","Smooth","White","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Fibrous","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Several","Grasses"
"Poisonous","Bell","Smooth","Buff","True","None","Free","Close","Broad","Green","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Meadows"
"Poisonous","Bell","Smooth","Pink","True","None","Free","Close","Broad","Green","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Grasses"
"Poisonous","Flat","Smooth","White","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Edible","Convex","Scaly","Brown","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","White","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","White","White","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Convex","Scaly","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Buff","Brown","Partial","White","One","Large","Chocolate","Several","Grasses"
"Edible","Convex","Smooth","Buff","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","White","White","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Convex","Scaly","Brown","False","Foul","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Smooth","White","White","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Convex","Smooth","Buff","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Urban"
"Poisonous","Flat","Smooth","Pink","True","None","Free","Close","Broad","Gray","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Grasses"
"Poisonous","Convex","Scaly","Brown","False","Fishy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Smooth","White","Pink","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Convex","Smooth","White","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Fibrous","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Poisonous","Flat","Smooth","White","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Edible","Flat","Scaly","Green","False","None","Free","Close","Narrow","Purple","Enlarging","Missing","Smooth","Fibrous","White","White","Partial","White","One","Flaring","Chocolate","Solitary","Woods"
"Poisonous","Flat","Smooth","White","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Fibrous","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Poisonous","Flat","Smooth","White","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Fibrous","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Urban"
"Edible","Convex","Scaly","White","False","None","Free","Close","Narrow","Purple","Enlarging","Missing","Smooth","Fibrous","White","White","Partial","White","One","Flaring","Chocolate","Several","Woods"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","Pink","Pink","Partial","White","One","Evanescent","White","Several","Woods"
"Edible","Knobbed","Scaly","Buff","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","White","White","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Convex","Scaly","Brown","False","Foul","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Silky","Pink","White","Partial","White","One","Evanescent","White","Several","Woods"
"Poisonous","Convex","Scaly","Brown","False","Fishy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Silky","Pink","Pink","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Convex","Smooth","Buff","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Fibrous","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Urban"
"Edible","Flat","Scaly","Green","False","None","Free","Close","Narrow","Pink","Enlarging","Missing","Smooth","Fibrous","White","White","Partial","White","One","Flaring","Chocolate","Solitary","Woods"
"Poisonous","Bell","Smooth","Pink","True","None","Free","Close","Broad","Gray","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Grasses"
"Poisonous","Convex","Smooth","Buff","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Fibrous","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Edible","Flat","Scaly","Cinnamon","False","None","Free","Crowded","Narrow","White","Enlarging","Bulbous","Fibrous","Fibrous","White","Brown","Partial","White","One","Evanescent","White","Several","Leaves"
"Edible","Convex","Scaly","Purple","False","None","Free","Close","Narrow","Pink","Enlarging","Missing","Smooth","Fibrous","White","White","Partial","White","One","Flaring","Chocolate","Several","Woods"
"Poisonous","Convex","Smooth","Buff","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Edible","Convex","Scaly","White","False","None","Free","Close","Narrow","White","Enlarging","Missing","Smooth","Fibrous","White","White","Partial","White","One","Flaring","Chocolate","Several","Woods"
"Poisonous","Convex","Scaly","Brown","False","Fishy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Silky","White","Pink","Partial","White","One","Evanescent","White","Several","Leaves"
"Edible","Convex","Smooth","Pink","True","None","Free","Close","Broad","Red","Enlarging","Missing","Smooth","Smooth","Red","White","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Flat","Smooth","Pink","True","None","Free","Close","Broad","Green","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Meadows"
"Poisonous","Flat","Scaly","Brown","False","None","Free","Close","Narrow","White","Enlarging","Missing","Silky","Scaly","White","Yellow","Partial","White","One","Evanescent","White","Several","Woods"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Pink","Pink","Partial","White","One","Large","Chocolate","Solitary","Paths"
"Poisonous","Flat","Smooth","White","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Grasses"
"Poisonous","Convex","Scaly","Gray","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Buff","Buff","Partial","White","One","Large","Chocolate","Several","Grasses"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Flat","Smooth","Buff","True","None","Free","Close","Broad","White","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Grasses"
"Poisonous","Bell","Smooth","Pink","True","None","Free","Close","Broad","White","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Meadows"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","Pink","Pink","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Convex","Smooth","Buff","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Fibrous","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Poisonous","Convex","Scaly","Yellow","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Pink","Buff","Partial","White","One","Large","Chocolate","Solitary","Paths"
"Poisonous","Bell","Scaly","White","True","None","Free","Close","Broad","Gray","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Grasses"
"Edible","Flat","Scaly","Brown","False","None","Free","Crowded","Narrow","White","Enlarging","Bulbous","Smooth","Fibrous","White","Brown","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Flat","Fibrous","Yellow","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Pink","Pink","Partial","White","One","Large","Chocolate","Solitary","Grasses"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Pink","Buff","Partial","White","One","Large","Chocolate","Several","Paths"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Brown","Pink","Partial","White","One","Large","Chocolate","Several","Grasses"
"Poisonous","Convex","Smooth","Gray","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Urban"
"Poisonous","Convex","Scaly","Red","False","Fishy","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","White","Pink","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Convex","Scaly","Yellow","False","None","Free","Close","Narrow","White","Enlarging","Missing","Silky","Scaly","White","Yellow","Partial","White","One","Evanescent","White","Several","Woods"
"Poisonous","Convex","Scaly","Brown","False","Foul","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Silky","Pink","White","Partial","White","One","Evanescent","White","Several","Paths"
"Poisonous","Flat","Smooth","White","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Poisonous","Flat","Fibrous","Gray","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Buff","Brown","Partial","White","One","Large","Chocolate","Solitary","Grasses"
"Edible","Flat","Fibrous","Brown","False","None","Free","Crowded","Narrow","White","Enlarging","Bulbous","Smooth","Smooth","White","Brown","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Convex","Smooth","Gray","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Fibrous","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Poisonous","Flat","Smooth","Buff","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Fibrous","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Edible","Flat","Smooth","Red","True","None","Free","Close","Broad","Red","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Convex","Smooth","Buff","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Urban"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Buff","Brown","Partial","White","One","Large","Chocolate","Several","Woods"
"Poisonous","Convex","Scaly","Brown","False","Foul","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","Pink","Pink","Partial","White","One","Evanescent","White","Several","Woods"
"Poisonous","Flat","Smooth","White","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Several","Grasses"
"Poisonous","Flat","Smooth","Gray","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Brown","Brown","Partial","White","One","Large","Chocolate","Several","Grasses"
"Edible","Flat","Fibrous","Cinnamon","False","None","Free","Crowded","Narrow","White","Enlarging","Bulbous","Smooth","Smooth","White","Brown","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Silky","Pink","Pink","Partial","White","One","Evanescent","White","Several","Leaves"
"Edible","Knobbed","Scaly","Red","True","None","Free","Close","Broad","Red","Enlarging","Missing","Smooth","Smooth","White","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Convex","Scaly","Brown","False","Fishy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Smooth","White","White","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Flat","Smooth","White","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Poisonous","Convex","Scaly","Red","False","Fishy","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","Pink","Pink","Partial","White","One","Evanescent","White","Several","Leaves"
"Edible","Convex","Smooth","Brown","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Flat","Scaly","Gray","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Pink","Pink","Partial","White","One","Large","Chocolate","Several","Paths"
"Poisonous","Convex","Smooth","White","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Fibrous","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Edible","Flat","Smooth","Red","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Buff","Pink","Partial","White","One","Large","Chocolate","Several","Woods"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Brown","Pink","Partial","White","One","Large","Chocolate","Several","Woods"
"Edible","Flat","Scaly","Red","True","None","Free","Close","Broad","Red","Enlarging","Missing","Smooth","Smooth","Red","White","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Flat","Smooth","Gray","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Fibrous","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Grasses"
"Edible","Knobbed","Smooth","Brown","True","None","Free","Close","Broad","Red","Enlarging","Missing","Smooth","Smooth","Red","White","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Brown","Buff","Partial","White","One","Large","Chocolate","Solitary","Woods"
"Poisonous","Convex","Smooth","White","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","Pink","Pink","Partial","White","One","Evanescent","White","Several","Paths"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Buff","Brown","Partial","White","One","Large","Chocolate","Solitary","Grasses"
"Poisonous","Flat","Scaly","White","True","None","Free","Close","Broad","Green","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Grasses"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Smooth","Pink","Pink","Partial","White","One","Evanescent","White","Several","Woods"
"Edible","Flat","Scaly","White","False","None","Free","Close","Narrow","White","Enlarging","Missing","Smooth","Fibrous","White","White","Partial","White","One","Flaring","Chocolate","Several","Woods"
"Edible","Convex","Scaly","White","False","None","Free","Close","Narrow","Chocolate","Enlarging","Missing","Smooth","Fibrous","White","White","Partial","White","One","Flaring","Chocolate","Solitary","Woods"
"Poisonous","Convex","Scaly","Brown","False","Foul","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Smooth","Pink","White","Partial","White","One","Evanescent","White","Several","Paths"
"Poisonous","Flat","Smooth","Gray","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Fibrous","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Urban"
"Edible","Convex","Scaly","Purple","False","None","Free","Close","Narrow","White","Enlarging","Missing","Smooth","Fibrous","White","White","Partial","White","One","Flaring","Chocolate","Several","Woods"
"Poisonous","Flat","Smooth","White","True","None","Free","Close","Broad","White","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Grasses"
"Poisonous","Convex","Scaly","Yellow","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Pink","Buff","Partial","White","One","Large","Chocolate","Several","Woods"
"Poisonous","Flat","Smooth","Gray","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Grasses"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Pink","Brown","Partial","White","One","Large","Chocolate","Solitary","Paths"
"Poisonous","Convex","Fibrous","Yellow","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Pink","Pink","Partial","White","One","Large","Chocolate","Several","Grasses"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Pink","Brown","Partial","White","One","Large","Chocolate","Solitary","Woods"
"Poisonous","Convex","Smooth","Gray","True","Foul","Free","Close","Broad","Pink","Tapering","Bulbous","Fibrous","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Edible","Flat","Scaly","Green","False","None","Free","Close","Narrow","Purple","Enlarging","Missing","Smooth","Fibrous","White","White","Partial","White","One","Flaring","Chocolate","Several","Woods"
"Poisonous","Flat","Smooth","White","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Fibrous","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Edible","Knobbed","Smooth","Brown","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Silky","Pink","White","Partial","White","One","Evanescent","White","Several","Woods"
"Poisonous","Convex","Smooth","Gray","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Fibrous","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Grasses"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Pink","Pink","Partial","White","One","Large","Chocolate","Solitary","Grasses"
"Poisonous","Bell","Smooth","White","True","None","Free","Close","Broad","White","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Meadows"
"Poisonous","Convex","Scaly","Brown","False","Foul","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","Pink","White","Partial","White","One","Evanescent","White","Several","Woods"
"Poisonous","Bell","Smooth","Buff","True","None","Free","Close","Broad","White","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Meadows"
"Poisonous","Flat","Fibrous","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Brown","Pink","Partial","White","One","Large","Chocolate","Solitary","Grasses"
"Poisonous","Convex","Scaly","Gray","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Brown","Buff","Partial","White","One","Large","Chocolate","Solitary","Woods"
"Edible","Convex","Scaly","Red","True","None","Free","Close","Broad","Red","Enlarging","Missing","Smooth","Smooth","White","White","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Edible","Knobbed","Smooth","Buff","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Convex","Scaly","Brown","False","Foul","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Smooth","Pink","White","Partial","White","One","Evanescent","White","Several","Leaves"
"Edible","Convex","Smooth","Red","True","None","Free","Close","Broad","Red","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Flat","Smooth","Buff","True","None","Free","Close","Broad","Green","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Meadows"
"Edible","Flat","Smooth","Brown","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","White","White","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Convex","Scaly","Red","False","Fishy","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","Pink","Pink","Partial","White","One","Evanescent","White","Several","Paths"
"Edible","Flat","Scaly","Buff","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Convex","Smooth","Gray","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Smooth","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Scattered","Urban"
"Poisonous","Flat","Smooth","Buff","True","None","Free","Close","Broad","Gray","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Grasses"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","Pink","White","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Convex","Scaly","Red","False","Fishy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Smooth","White","White","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Buff","Buff","Partial","White","One","Large","Chocolate","Solitary","Grasses"
"Poisonous","Convex","Scaly","Brown","False","Foul","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","White","Pink","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Silky","White","Pink","Partial","White","One","Evanescent","White","Several","Woods"
"Poisonous","Flat","Smooth","Gray","True","Foul","Free","Close","Broad","White","Tapering","Bulbous","Fibrous","Smooth","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Edible","Convex","Scaly","Pink","True","None","Free","Close","Broad","White","Enlarging","Missing","Smooth","Smooth","Red","White","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Edible","Convex","Scaly","Purple","False","None","Free","Close","Narrow","Purple","Enlarging","Missing","Smooth","Fibrous","White","White","Partial","White","One","Flaring","Chocolate","Solitary","Woods"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Gray","Enlarging","Bulbous","Silky","Silky","Buff","Pink","Partial","White","One","Large","Chocolate","Solitary","Paths"
"Poisonous","Convex","Smooth","Gray","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Grasses"
"Poisonous","Convex","Scaly","Brown","False","Spicy","Free","Close","Narrow","Buff","Tapering","Missing","Smooth","Silky","White","Pink","Partial","White","One","Evanescent","White","Several","Leaves"
"Poisonous","Flat","Smooth","Gray","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Urban"
"Poisonous","Convex","Smooth","Buff","True","Foul","Free","Close","Broad","Chocolate","Tapering","Bulbous","Smooth","Fibrous","White","White","Partial","White","One","Pendant","Chocolate","Several","Grasses"
"Poisonous","Convex","Fibrous","Yellow","False","Foul","Free","Close","Broad","Chocolate","Enlarging","Bulbous","Silky","Silky","Buff","Pink","Partial","White","One","Large","Chocolate","Solitary","Grasses"
"Poisonous","Bell","Smooth","White","True","None","Free","Close","Broad","Green","Enlarging","Bulbous","Smooth","Smooth","White","White","Partial","White","Two","Pendant","Green","Several","Grasses"
"Edible","Knobbed","Scaly","Brown","True","None","Free","Close","Broad","Red","Enlarging","Missing","Smooth","Smooth","Red","Red","Partial","White","Two","Evanescent","White","Clustered","Waste"
"Poisonous","Convex","Scaly","Red","False","Fishy","Free","Close","Narrow","Buff","Tapering","Missing","Silky","Silky","White","White","Partial","White","One","Evanescent","White","Several","Woods"
"Poisonous","Flat","Scaly","Yellow","False","Foul","Free","Close","Broad","Pink","Enlarging","Bulbous","Silky","Silky","Buff","Brown","Partial","White","One","Large","Chocolate","Several","Paths"
